division,breed,sex,pts1,pts2,pts3,pts4,pts5
4,Bearded Collies,Bitch,2,3,4,5,6
4,Beaucerons,Dog,2,3,4,5,6
4,Beaucerons,Bitch,2,3,4,5,6
4,Belgian Laekenois,Dog,2,3,4,5,6
4,Belgian Laekenois,Bitch,2,3,4,5,6
4,Belgian Malinois,Dog,2,3,4,5,6
4,Belgian Malinois,Bitch,2,3,4,5,6
4,Belgian Sheepdogs,Dog,2,3,4,5,6
4,Belgian Sheepdogs,Bitch,2,3,4,5,6
4,Belgian Tervuren,Dog,2,3,4,5,6
4,Belgian Tervuren,Bitch,2,3,4,5,6
4,Bergamasco Sheepdogs,Dog,2,3,4,5,6
4,Bergamasco Sheepdogs,Bitch,2,3,4,5,6
4,Berger Picards,Dog,2,3,4,5,6
4,Berger Picards,Bitch,2,3,4,5,6
4,Border Collies,Dog,2,3,4,5,7
4,Border Collies,Bitch,2,4,5,6,8
4,Bouviers des Flandres,Dog,2,3,4,5,6
4,Bouviers des Flandres,Bitch,2,3,4,5,6
4,Briards,Dog,2,3,4,5,6
4,Briards,Bitch,2,3,4,5,6
4,Canaan Dogs,Dog,2,3,4,5,6
4,Canaan Dogs,Bitch,2,3,4,5,6
4,Cardigan Welsh Corgis,Dog,2,3,4,5,6
4,Cardigan Welsh Corgis,Bitch,2,4,5,6,8
4,Collies (Rough),Dog,2,3,4,5,6
4,Collies (Rough),Bitch,2,5,7,8,9
4,Collies (Smooth),Dog,2,3,4,5,6
4,Collies (Smooth),Bitch,2,4,5,6,7
4,Entlebucher Mountain Dogs,Dog,2,3,4,5,6
4,Entlebucher Mountain Dogs,Bitch,2,3,4,5,6
4,Finnish Lapphunds,Dog,2,3,4,5,6
4,Finnish Lapphunds,Bitch,2,3,4,5,6
4,German Shepherd Dogs,Dog,2,5,7,9,12
4,German Shepherd Dogs,Bitch,2,6,9,11,15
4,Icelandic Sheepdogs,Dog,2,3,4,5,6
4,Icelandic Sheepdogs,Bitch,2,3,4,5,6
4,Lancashire Heelers,Dog,2,3,4,5,6
4,Lancashire Heelers,Bitch,2,3,4,5,6
4,Miniature American Shepherds,Dog,2,4,5,6,7
4,Miniature American Shepherds,Bitch,2,4,6,7,9
4,Mudik,Dog,2,3,4,5,6
4,Mudik,Bitch,2,3,4,5,6
4,Norwegian Buhunds,Dog,2,3,4,5,6
4,Norwegian Buhunds,Bitch,2,3,4,5,6
4,Old English Sheepdogs,Dog,2,3,4,5,6
4,Old English Sheepdogs,Bitch,2,3,4,5,6
4,Pembroke Welsh Corgis,Dog,2,4,5,7,12
4,Pembroke Welsh Corgis,Bitch,2,5,8,11,17
4,Polish Lowland Sheepdogs,Dog,2,3,4,5,6
4,Polish Lowland Sheepdogs,Bitch,2,3,4,5,6
4,Pulik,Dog,2,3,4,5,6
4,Pulik,Bitch,2,3,4,5,6
4,Pumik,Dog,2,3,4,5,6
4,Pumik,Bitch,2,3,4,5,6
4,Pyrenean Shepherds,Dog,2,3,4,5,6
4,Pyrenean Shepherds,Bitch,2,3,4,5,6
4,Shetland Sheepdogs,Dog,2,6,9,10,13
4,Shetland Sheepdogs,Bitch,2,9,15,17,21
4,Spanish Water Dogs,Dog,2,3,4,5,6
4,Spanish Water Dogs,Bitch,2,3,4,5,6
5,Swedish Vallhunds,Dog,2,3,4,5,6
5,Swedish Vallhunds,Bitch,2,3,4,5,6
5,ALL OTHER BREEDS AND VARIETIES,Dog,2,3,4,5,6
5,ALL OTHER BREEDS AND VARIETIES,Bitch,2,3,4,5,6
5,Barbets,Dog,2,3,4,5,6
5,Barbets,Bitch,2,3,4,5,6
5,Bracchi Italiani,Dog,2,3,4,5,6
5,Bracchi Italiani,Bitch,2,3,4,5,6
5,Brittanys,Dog,2,4,5,6,7
5,Brittanys,Bitch,2,4,5,9,15
5,Lagotti Romagnoli,Dog,2,3,4,5,6
5,Lagotti Romagnoli,Bitch,2,3,4,5,6
5,Nederlandse Kooikerhondjes,Dog,2,3,4,5,6
5,Nederlandse Kooikerhondjes,Bitch,2,3,4,5,6
5,Pointers,Dog,2,3,4,5,6
5,Pointers,Bitch,2,4,5,6,7
5,Pointers (German Shorthaired),Dog,2,3,4,7,12
5,Pointers (German Shorthaired),Bitch,2,4,6,9,15
5,Pointers (German Wirehaired),Dog,2,3,4,5,6
5,Pointers (German Wirehaired),Bitch,2,3,4,5,6
5,Retrievers (Chesapeake Bay),Dog,2,3,4,5,7
5,Retrievers (Chesapeake Bay),Bitch,2,4,5,7,10
5,Retrievers (Curly-Coated),Dog,2,3,4,5,6
5,Retrievers (Curly-Coated),Bitch,2,3,4,5,6
5,Retrievers (Flat-Coated),Dog,2,4,5,7,10
5,Retrievers (Flat-Coated),Bitch,2,4,5,6,9
5,Retrievers (Golden),Dog,2,8,14,18,26
5,Retrievers (Golden),Bitch,3,13,22,27,37
5,Retrievers (Labrador),Dog,2,6,10,15,24
5,Retrievers (Labrador),Bitch,2,9,15,29,54
5,Retrievers (Nova Scotia Duck Tolling),Dog,2,3,4,5,7
5,Retrievers (Nova Scotia Duck Tolling),Bitch,2,4,5,6,8
5,Setters (English),Dog,2,3,4,5,6
5,Setters (English),Bitch,2,4,6,8,12
5,Setters (Gordon),Dog,2,3,4,5,8
5,Setters (Gordon),Bitch,2,3,4,5,7
5,Setters (Irish),Dog,2,3,4,6,10
5,Setters (Irish),Bitch,2,5,7,10,15
5,Setters (Irish Red and White),Dog,2,3,4,5,6
5,Setters (Irish Red and White),Bitch,2,3,4,5,6
5,Spaniels (American Water),Dog,2,3,4,5,6
5,Spaniels (American Water),Bitch,2,3,4,5,6
5,Spaniels (Boykin),Dog,2,3,4,5,6
5,Spaniels (Boykin),Bitch,2,3,4,5,6
5,Spaniels (Clumber),Dog,2,3,4,5,6
5,Spaniels (Clumber),Bitch,2,3,4,5,6
5,Spaniels (Cocker) Black,Dog,2,3,4,5,6
5,Spaniels (Cocker) Black,Bitch,2,3,4,5,6
5,Spaniels (Cocker) ASCOB,Dog,2,4,5,6,7
5,Spaniels (Cocker) ASCOB,Bitch,2,4,6,7,9
5,Spaniels (Cocker) Parti,Dog,2,3,4,5,6
5,Spaniels (Cocker) Parti,Bitch,2,3,4,5,6
5,Spaniels (English Cocker),Dog,2,3,4,5,8
5,Spaniels (English Cocker),Bitch,2,4,5,9,15
5,Spaniels (English Springer),Dog,2,4,5,7,10
5,Spaniels (English Springer),Bitch,2,4,5,8,13
5,Spaniels (Field),Dog,2,3,4,5,7
5,Spaniels (Field),Bitch,2,3,4,5,7
5,Spaniels (Irish Water),Dog,2,3,4,5,6
5,Spaniels (Irish Water),Bitch,2,3,4,5,6
5,Spaniels (Sussex),Dog,2,3,4,5,6
5,Spaniels (Sussex),Bitch,2,3,4,5,6
5,Spaniels (Welsh Springer),Dog,2,3,4,5,6
5,Spaniels (Welsh Springer),Bitch,2,3,4,5,6
5,Spinoni Italiani,Dog,2,3,4,5,6
5,Spinoni Italiani,Bitch,2,3,4,5,6
5,Vizslas,Dog,2,5,7,10,15
5,Vizslas,Bitch,2,5,8,10,15
5,Weimaraners,Dog,2,3,4,5,6
5,Weimaraners,Bitch,2,4,6,7,8
5,Wirehaired Pointing Griffons,Dog,2,3,4,5,6
5,Wirehaired Pointing Griffons,Bitch,2,3,4,5,6
5,Wirehaired Vizslas,Dog,2,3,4,5,6
5,Wirehaired Vizslas,Bitch,2,3,4,5,6
5,Afghan Hounds,Dog,2,4,5,7,11
5,Afghan Hounds,Bitch,2,3,4,6,11
5,American English Coonhounds,Dog,2,3,4,5,6
5,American English Coonhounds,Bitch,2,3,4,5,6
5,American Foxhounds,Dog,2,3,4,5,6
5,American Foxhounds,Bitch,2,3,4,5,6
5,Azawakhs,Dog,2,3,4,5,6
5,Azawakhs,Bitch,2,3,4,5,6
5,Basenjis,Dog,2,3,4,5,6
5,Basenjis,Bitch,2,4,5,6,7
5,Basset Hounds,Dog,2,4,5,6,7
5,Basset Hounds,Bitch,2,4,5,6,9
5,Black and Tan Coonhounds,Dog,2,3,4,5,6
5,Black and Tan Coonhounds,Bitch,2,3,4,5,6
5,Bloodhounds,Dog,2,3,4,5,6
5,Bloodhounds,Bitch,2,3,4,5,6
5,Bluetick Coonhounds,Dog,2,3,4,5,6
5,Bluetick Coonhounds,Bitch,2,3,4,5,6
5,Borzois,Dog,2,4,6,10,16
5,Borzois,Bitch,2,4,6,9,15
5,Cirnechi dell’Etna,Dog,2,3,4,5,6
5,Cirnechi dell’Etna,Bitch,2,3,4,5,6
5,Dachshunds (Longhaired),Dog,2,4,6,7,8
5,Dachshunds (Longhaired),Bitch,2,7,11,12,15
5,Dachshunds (Smooth),Dog,2,3,4,5,7
5,Dachshunds (Smooth),Bitch,2,5,8,9,11
5,Dachshunds (Wirehaired),Dog,2,3,4,5,6
5,Dachshunds (Wirehaired),Bitch,2,4,6,7,9
5,English Foxhounds,Dog,2,3,4,5,6
5,English Foxhounds,Bitch,2,3,4,5,6
5,Grand Basset Griffon Vendeens,Dog,2,3,4,5,6
5,Grand Basset Griffon Vendeens,Bitch,2,3,4,5,6
5,Greyhounds,Dog,2,3,4,5,6
5,Greyhounds,Bitch,2,4,5,6,7
5,Harriers,Dog,2,3,4,5,6
5,Harriers,Bitch,2,3,4,5,6
5,Ibizan Hounds,Dog,2,3,4,5,6
5,Ibizan Hounds,Bitch,2,3,4,5,6
5,Irish Wolfhounds,Dog,2,3,4,5,6
5,Irish Wolfhounds,Bitch,2,3,4,5,6
5,Norwegian Elkhounds,Dog,2,3,4,5,6
5,Norwegian Elkhounds,Bitch,2,3,4,5,7
5,Otterhounds,Dog,2,3,4,5,6
5,Otterhounds,Bitch,2,3,4,5,6
5,Petits Bassets Griffons Vendeens,Dog,2,3,4,5,6
5,Petits Bassets Griffons Vendeens,Bitch,2,3,4,5,6
5,Pharaoh Hounds,Dog,2,3,4,5,6
5,Pharaoh Hounds,Bitch,2,3,4,5,6
5,Plott Hounds,Dog,2,3,4,5,6
5,Plott Hounds,Bitch,2,3,4,5,6
5,Portuguese Podengo Pequenos,Dog,2,3,4,5,6
5,Portuguese Podengo Pequenos,Bitch,2,3,4,6,9
5,Redbone Coonhounds,Dog,2,3,4,5,6
5,Redbone Coonhounds,Bitch,2,3,4,5,6
5,Rhodesian Ridgebacks,Dog,2,4,6,7,8
5,Rhodesian Ridgebacks,Bitch,2,6,9,11,16
5,Salukis,Dog,2,3,4,6,10
5,Salukis,Bitch,2,4,6,11,20
5,Scottish Deerhounds,Dog,2,3,4,5,7
5,Scottish Deerhounds,Bitch,2,4,5,6,8
5,Sloughis,Dog,2,3,4,5,6
5,Sloughis,Bitch,2,3,4,5,6
5,Treeing Walker Coonhounds,Dog,2,3,4,5,6
5,Treeing Walker Coonhounds,Bitch,2,3,4,5,6
5,Whippets,Dog,2,5,8,11,17
5,Whippets,Bitch,2,6,10,15,25
5,Akitas,Dog,2,3,4,5,6
5,Akitas,Bitch,2,3,4,5,8
5,Alaskan Malamutes,Dog,2,3,4,6,10
5,Alaskan Malamutes,Bitch,2,4,5,7,11
5,Anatolian Shepherd Dogs,Dog,2,3,4,5,6
5,Anatolian Shepherd Dogs,Bitch,2,3,4,5,6
5,Bernese Mountain Dogs,Dog,2,5,8,10,13
5,Bernese Mountain Dogs,Bitch,2,5,8,11,16
5,Black Russian Terriers,Dog,2,3,4,5,6
5,Black Russian Terriers,Bitch,2,3,4,5,6
5,Boerboels,Dog,2,3,4,5,6
5,Boerboels,Bitch,2,3,4,5,6
5,Boxers,Dog,2,5,7,9,14
5,Boxers,Bitch,2,7,12,16,22
5,Bullmastiffs,Dog,2,3,4,5,6
5,Bullmastiffs,Bitch,2,4,6,7,8
5,Cane Corso,Dog,2,3,4,5,6
5,Cane Corso,Bitch,2,4,6,7,9
5,Chinooks,Dog,2,3,4,5,6
5,Chinooks,Bitch,2,3,4,5,6
5,Danish-Swedish Farmdogs,Dog,2,3,4,5,6
5,Danish-Swedish Farmdogs,Bitch,2,3,4,5,6
5,Doberman Pinschers,Dog,2,5,8,9,12
5,Doberman Pinschers,Bitch,2,8,14,17,22
5,Dogo Argentinos,Dog,2,3,4,5,6
5,Dogo Argentinos,Bitch,2,3,4,5,6
5,Dogues de Bordeaux,Dog,2,3,4,5,6
5,Dogues de Bordeaux,Bitch,2,3,4,5,6
5,German Pinschers,Dog,2,3,4,5,6
5,German Pinschers,Bitch,2,3,4,5,6
5,Giant Schnauzers,Dog,2,3,4,5,6
5,Giant Schnauzers,Bitch,2,4,5,6,7
5,Great Danes,Dog,2,4,6,10,17
5,Great Danes,Bitch,2,6,9,15,27
5,Great Pyrenees,Dog,2,3,4,5,6
5,Great Pyrenees,Bitch,2,3,4,5,6
5,Greater Swiss Mountain Dogs,Dog,2,3,4,5,6
5,Greater Swiss Mountain Dogs,Bitch,2,3,4,5,6
5,Komondorok,Dog,2,3,4,5,6
5,Komondorok,Bitch,2,3,4,5,6
5,Kuvaszok,Dog,2,3,4,5,6
5,Kuvaszok,Bitch,2,3,4,5,6
5,Leonbergers,Dog,2,3,4,5,6
5,Leonbergers,Bitch,2,3,4,5,7
5,Mastiffs,Dog,2,3,4,5,6
5,Mastiffs,Bitch,2,3,4,6,9
5,Neapolitan Mastiffs,Dog,2,3,4,5,6
5,Neapolitan Mastiffs,Bitch,2,3,4,5,6
5,Newfoundlands,Dog,2,3,4,5,6
5,Newfoundlands,Bitch,2,4,5,6,7
5,Portuguese Water Dogs,Dog,2,3,4,5,6
5,Portuguese Water Dogs,Bitch,2,4,6,7,10
5,Rottweilers,Dog,2,3,4,6,10
5,Rottweilers,Bitch,2,4,5,6,9
5,St. Bernards,Dog,2,3,4,6,9
5,St. Bernards,Bitch,2,4,6,7,9
5,Samoyeds,Dog,2,3,4,5,6
5,Samoyeds,Bitch,2,5,7,9,14
5,Siberian Huskies,Dog,2,4,5,6,7
5,Siberian Huskies,Bitch,2,5,8,11,17
5,Standard Schnauzers,Dog,2,3,4,5,6
5,Standard Schnauzers,Bitch,2,3,4,5,6
5,Tibetan Mastiffs,Dog,2,3,4,5,6
5,Tibetan Mastiffs,Bitch,2,3,4,5,6
5,Airedale Terriers,Dog,2,3,4,5,6
5,Airedale Terriers,Bitch,2,3,4,7,12
5,American Hairless Terriers,Dog,2,3,4,5,6
5,American Hairless Terriers,Bitch,2,3,4,5,6
5,American Staffordshire Terriers,Dog,2,3,4,5,6
5,American Staffordshire Terriers,Bitch,2,4,5,6,8
5,Australian Terriers,Dog,2,3,4,5,6
5,Australian Terriers,Bitch,2,3,4,5,6
5,Bedlington Terriers,Dog,2,3,4,5,6
5,Bedlington Terriers,Bitch,2,3,4,5,6
5,Border Terriers,Dog,2,3,4,5,6
5,Border Terriers,Bitch,2,4,5,6,7
5,Bull Terriers (Colored),Dog,2,3,4,5,6
5,Bull Terriers (Colored),Bitch,2,4,5,6,7
5,Bull Terriers (White),Dog,2,3,4,5,6
5,Bull Terriers (White),Bitch,2,3,4,5,6
5,Cairn Terriers,Dog,2,3,4,5,6
5,Cairn Terriers,Bitch,2,4,6,8,12
5,Cesky Terriers,Dog,2,3,4,5,6
5,Cesky Terriers,Bitch,2,3,4,5,6
5,Dandie Dinmont Terriers,Dog,2,3,4,5,6
5,Dandie Dinmont Terriers,Bitch,2,3,4,5,6
5,Fox Terriers (Smooth),Dog,2,4,5,6,8
5,Fox Terriers (Smooth),Bitch,2,3,4,5,8
5,Fox Terriers (Wire),Dog,2,3,4,5,7
5,Fox Terriers (Wire),Bitch,2,3,4,7,13
5,Glen of Imaal Terriers,Dog,2,3,4,5,6
5,Glen of Imaal Terriers,Bitch,2,3,4,5,6
5,Irish Terriers,Dog,2,3,4,5,6
5,Irish Terriers,Bitch,2,3,4,5,6
5,Kerry Blue Terriers,Dog,2,3,4,5,6
5,Kerry Blue Terriers,Bitch,2,4,6,7,9
5,Lakeland Terriers,Dog,2,3,4,5,6
5,Lakeland Terriers,Bitch,2,3,4,5,6
5,Manchester Terriers (Standard),Dog,2,3,4,5,6
5,Manchester Terriers (Standard),Bitch,2,3,4,5,6
5,Miniature Bull Terriers,Dog,2,3,4,5,6
5,Miniature Bull Terriers,Bitch,2,3,4,5,6
5,Miniature Schnauzers,Dog,2,3,4,5,6
5,Miniature Schnauzers,Bitch,2,6,9,10,12
5,Norfolk Terriers,Dog,2,3,4,5,6
5,Norfolk Terriers,Bitch,2,3,4,5,6
5,Norwich Terriers,Dog,2,3,4,5,6
5,Norwich Terriers,Bitch,2,4,5,6,8
5,Parson Russell Terriers,Dog,2,3,4,5,6
5,Parson Russell Terriers,Bitch,2,3,4,5,6
5,Rat Terriers,Dog,2,3,4,5,6
5,Rat Terriers,Bitch,2,3,4,5,6
5,Russell Terriers,Dog,2,3,4,5,6
5,Russell Terriers,Bitch,2,3,4,5,7
5,Scottish Terriers,Dog,2,3,4,5,7
5,Scottish Terriers,Bitch,2,4,6,7,10
5,Sealyham Terriers,Dog,2,3,4,5,6
5,Sealyham Terriers,Bitch,2,3,4,5,6
5,Skye Terriers,Dog,2,3,4,5,6
5,Skye Terriers,Bitch,2,3,4,5,6
5,Soft Coated Wheaten Terriers,Dog,2,3,4,5,6
5,Soft Coated Wheaten Terriers,Bitch,2,3,4,5,6
5,Staffordshire Bull Terriers,Dog,2,3,4,5,6
5,Staffordshire Bull Terriers,Bitch,2,4,5,6,7
5,Welsh Terriers,Dog,2,3,4,5,6
5,Welsh Terriers,Bitch,2,3,4,5,8
5,West Highland White Terriers,Dog,2,3,4,5,8
5,West Highland White Terriers,Bitch,2,4,5,7,12
5,Affenpinschers,Dog,2,3,4,5,6
5,Affenpinschers,Bitch,2,3,4,5,6
5,Biewer Terriers,Dog,2,3,4,5,6
5,Biewer Terriers,Bitch,2,3,4,5,7
5,Brussels Griffons,Dog,2,3,4,5,6
5,Brussels Griffons,Bitch,2,3,4,6,10
5,Cavalier King Charles Spaniels,Dog,2,5,8,9,12
5,Cavalier King Charles Spaniels,Bitch,2,6,10,12,16
5,Chihuahuas (Long Coat),Dog,2,4,5,6,8
5,Chihuahuas (Long Coat),Bitch,2,4,5,6,7
5,Chihuahuas (Smooth Coat),Dog,2,3,4,5,7
5,Chihuahuas (Smooth Coat),Bitch,2,3,4,6,10
5,Chinese Crested,Dog,2,3,4,5,8
5,Chinese Crested,Bitch,2,4,5,7,10
5,English Toy Spaniels (Blenheim & Prince Charles),Dog,2,3,4,5,6
5,English Toy Spaniels (Blenheim & Prince Charles),Bitch,2,3,4,5,6
5,English Toy Spaniels (King Charles & Ruby),Dog,2,3,4,5,6
5,English Toy Spaniels (King Charles & Ruby),Bitch,2,3,4,5,6
5,Havanese,Dog,2,3,4,5,7
5,Havanese,Bitch,2,4,6,7,10
5,Italian Greyhounds,Dog,2,3,4,5,8
5,Italian Greyhounds,Bitch,2,3,4,6,11
5,Japanese Chin,Dog,2,3,4,5,7
5,Japanese Chin,Bitch,2,4,5,6,7
5,Maltese,Dog,2,3,4,5,6
5,Maltese,Bitch,2,3,4,5,7
5,Manchester Terriers (Toy),Dog,2,3,4,5,6
5,Manchester Terriers (Toy),Bitch,2,3,4,5,6
5,Miniature Pinschers,Dog,2,3,4,5,6
5,Miniature Pinschers,Bitch,2,3,4,5,6
5,Papillons,Dog,2,5,7,8,10
5,Papillons,Bitch,2,5,8,10,14
5,Pekingese,Dog,2,3,4,5,6
5,Pekingese,Bitch,2,4,5,6,7
5,Pomeranians,Dog,2,4,6,8,11
5,Pomeranians,Bitch,2,5,8,10,13
5,Poodles (Toy),Dog,2,3,4,5,6
5,Poodles (Toy),Bitch,2,3,4,5,7
5,Pugs,Dog,2,3,4,5,6
5,Pugs,Bitch,2,3,4,6,10
5,Russian Toys,Dog,2,3,4,5,6
5,Russian Toys,Bitch,2,3,4,5,6
5,Shih Tzu,Dog,2,3,4,5,6
5,Shih Tzu,Bitch,2,4,5,6,7
5,Silky Terriers,Dog,2,3,4,5,6
5,Silky Terriers,Bitch,2,3,4,5,6
5,Toy Fox Terriers,Dog,2,3,4,5,6
5,Toy Fox Terriers,Bitch,2,3,4,5,6
5,Yorkshire Terriers,Dog,2,3,4,6,10
5,Yorkshire Terriers,Bitch,2,4,5,8,14
5,American Eskimo Dogs,Dog,2,3,4,5,6
5,American Eskimo Dogs,Bitch,2,3,4,5,6
5,Bichons Frises,Dog,2,3,4,5,6
5,Bichons Frises,Bitch,2,3,4,5,7
5,Boston Terriers,Dog,2,3,4,5,8
5,Boston Terriers,Bitch,2,5,7,9,12
5,Bulldogs,Dog,2,6,9,11,16
5,Bulldogs,Bitch,2,7,12,17,25
5,Chinese Shar-Pei,Dog,2,3,4,5,6
5,Chinese Shar-Pei,Bitch,2,4,5,6,8
5,Chow Chows,Dog,2,3,4,5,6
5,Chow Chows,Bitch,2,4,5,6,7
5,Coton de Tulear,Dog,2,3,4,5,6
5,Coton de Tulear,Bitch,2,3,4,5,6
5,Dalmatians,Dog,2,4,5,6,8
5,Dalmatians,Bitch,2,5,7,10,16
5,Finnish Spitz,Dog,2,3,4,5,6
5,Finnish Spitz,Bitch,2,3,4,5,6
5,French Bulldogs,Dog,2,5,8,11,16
5,French Bulldogs,Bitch,2,7,11,15,23
5,Keeshonden,Dog,2,3,4,5,6
5,Keeshonden,Bitch,2,4,5,6,9
5,Lhasa Apsos,Dog,2,3,4,5,6
5,Lhasa Apsos,Bitch,2,3,4,5,6
5,Lowchen,Dog,2,3,4,5,6
5,Lowchen,Bitch,2,3,4,5,7
5,Norwegian Lundehunds,Dog,2,3,4,5,6
5,Norwegian Lundehunds,Bitch,2,3,4,5,6
5,Poodles (Miniature),Dog,2,3,4,5,6
5,Poodles (Miniature),Bitch,2,4,5,6,8
5,Poodles (Standard),Dog,2,4,6,7,10
5,Poodles (Standard),Bitch,2,6,10,12,17
5,Schipperkes,Dog,2,3,4,5,6
5,Schipperkes,Bitch,2,4,5,7,10
5,Shiba Inu,Dog,2,3,4,5,6
5,Shiba Inu,Bitch,2,4,6,7,10
5,Tibetan Spaniels,Dog,2,3,4,5,6
5,Tibetan Spaniels,Bitch,2,4,5,6,8
5,Tibetan Terriers,Dog,2,3,4,5,6
5,Tibetan Terriers,Bitch,2,3,4,5,6
5,Xoloitzcuintli,Dog,2,3,4,5,6
5,Xoloitzcuintli,Bitch,2,3,4,5,6
5,Australian Cattle Dogs,Dog,2,4,6,7,9
5,Australian Cattle Dogs,Bitch,2,4,6,7,10
5,Australian Shepherds,Dog,2,5,7,9,14
5,Australian Shepherds,Bitch,2,7,12,15,20
5,Bearded Collies,Dog,2,3,4,5,7
5,Bearded Collies,Bitch,2,3,4,5,6
5,Beaucerons,Dog,2,3,4,5,7
5,Beaucerons,Bitch,2,4,5,6,7
5,Belgian Laekenois,Dog,2,3,4,5,6
5,Belgian Laekenois,Bitch,2,3,4,5,6
5,Belgian Malinois,Dog,2,3,4,5,6
5,Belgian Malinois,Bitch,2,3,4,5,6
5,Belgian Sheepdogs,Dog,2,3,4,5,6
5,Belgian Sheepdogs,Bitch,2,3,4,5,7
5,Belgian Tervuren,Dog,2,3,4,5,8
5,Belgian Tervuren,Bitch,2,3,4,5,8
5,Bergamasco Sheepdogs,Dog,2,3,4,5,6
5,Bergamasco Sheepdogs,Bitch,2,3,4,5,6
5,Berger Picards,Dog,2,3,4,5,6
5,Berger Picards,Bitch,2,3,4,5,6
5,Border Collies,Dog,2,4,6,7,10
5,Border Collies,Bitch,2,4,6,9,15
5,Bouviers des Flandres,Dog,2,3,4,5,6
5,Bouviers des Flandres,Bitch,2,3,4,5,6
5,Briards,Dog,2,3,4,5,6
5,Briards,Bitch,2,3,4,5,6
5,Canaan Dogs,Dog,2,3,4,5,6
5,Canaan Dogs,Bitch,2,3,4,5,6
5,Cardigan Welsh Corgis,Dog,2,4,5,9,15
5,Cardigan Welsh Corgis,Bitch,2,5,7,12,22
5,Collies (Rough),Dog,2,4,6,7,8
5,Collies (Rough),Bitch,2,6,9,11,15
5,Collies (Smooth),Dog,2,3,4,5,6
5,Collies (Smooth),Bitch,2,4,6,7,10
5,Entlebucher Mountain Dogs,Dog,2,3,4,5,6
5,Entlebucher Mountain Dogs,Bitch,2,3,4,5,6
5,Finnish Lapphunds,Dog,2,3,4,5,6
5,Finnish Lapphunds,Bitch,2,3,4,5,6
5,German Shepherd Dogs,Dog,2,4,6,8,12
5,German Shepherd Dogs,Bitch,2,5,7,10,15
5,Icelandic Sheepdogs,Dog,2,3,4,5,7
5,Icelandic Sheepdogs,Bitch,2,3,4,5,8
5,Lancashire Heelers,Dog,2,3,4,5,6
5,Lancashire Heelers,Bitch,2,3,4,5,6
5,Miniature American Shepherds,Dog,2,3,4,5,7
5,Miniature American Shepherds,Bitch,2,5,7,9,14
5,Mudik,Dog,2,3,4,5,6
5,Mudik,Bitch,2,3,4,5,6
5,Norwegian Buhunds,Dog,2,3,4,5,6
5,Norwegian Buhunds,Bitch,2,3,4,5,6
5,Old English Sheepdogs,Dog,2,3,4,5,6
5,Old English Sheepdogs,Bitch,2,3,4,5,6
5,Pembroke Welsh Corgis,Dog,2,4,6,8,11
5,Pembroke Welsh Corgis,Bitch,2,5,8,13,21
6,Polish Lowland Sheepdogs,Dog,2,3,4,5,6
6,Polish Lowland Sheepdogs,Bitch,2,3,4,5,6
6,Pulik,Dog,2,3,4,5,6
6,Pulik,Bitch,2,3,4,5,6
6,Pumik,Dog,2,3,4,5,6
6,Pumik,Bitch,2,3,4,5,6
6,Pyrenean Shepherds,Dog,2,3,4,5,6
6,Pyrenean Shepherds,Bitch,2,3,4,5,6
6,Shetland Sheepdogs,Dog,2,5,8,10,13
6,Shetland Sheepdogs,Bitch,2,7,12,15,21
6,Spanish Water Dogs,Dog,2,3,4,5,6
6,Spanish Water Dogs,Bitch,2,3,4,5,6
6,Swedish Vallhunds,Dog,2,3,4,5,6
6,Swedish Vallhunds,Bitch,2,3,4,5,6
6,ALL OTHER BREEDS AND VARIETIES,Dog,2,3,4,5,6
6,ALL OTHER BREEDS AND VARIETIES,Bitch,2,3,4,5,6
6,Barbets,Dog,2,3,4,5,6
6,Barbets,Bitch,2,3,4,5,6
6,Bracchi Italiani,Dog,2,3,4,5,6
6,Bracchi Italiani,Bitch,2,3,4,5,6
6,Brittanys,Dog,2,3,4,5,6
6,Brittanys,Bitch,2,3,4,5,6
6,Lagotti Romagnoli,Dog,2,3,4,5,6
6,Lagotti Romagnoli,Bitch,2,3,4,5,6
6,Nederlandse Kooikerhondjes,Dog,2,3,4,5,6
6,Nederlandse Kooikerhondjes,Bitch,2,3,4,5,6
6,Pointers,Dog,2,3,4,5,6
6,Pointers,Bitch,2,3,4,5,6
6,Pointers (German Shorthaired),Dog,2,3,4,5,6
6,Pointers (German Shorthaired),Bitch,2,3,4,5,7
6,Pointers (German Wirehaired),Dog,2,3,4,5,6
6,Pointers (German Wirehaired),Bitch,2,3,4,5,6
6,Retrievers (Chesapeake Bay),Dog,2,3,4,5,6
6,Retrievers (Chesapeake Bay),Bitch,2,3,4,5,6
6,Retrievers (Curly-Coated),Dog,2,3,4,5,6
6,Retrievers (Curly-Coated),Bitch,2,3,4,5,6
6,Retrievers (Flat-Coated),Dog,2,3,4,5,6
6,Retrievers (Flat-Coated),Bitch,2,3,4,5,6
6,Retrievers (Golden),Dog,2,6,9,11,15
6,Retrievers (Golden),Bitch,2,9,15,17,22
6,Retrievers (Labrador),Dog,2,7,11,16,25
6,Retrievers (Labrador),Bitch,2,8,13,21,36
6,Retrievers (Nova Scotia Duck Tolling),Dog,2,3,4,5,6
6,Retrievers (Nova Scotia Duck Tolling),Bitch,2,3,4,5,6
6,Setters (English),Dog,2,3,4,5,6
6,Setters (English),Bitch,2,3,4,5,6
6,Setters (Gordon),Dog,2,3,4,5,6
